79.2222222222222,83.1111111111111,164
66.6666666666667,70.8333333333333,157.5
54.1111111111111,58.5555555555556,151
41.5555555555556,46.2777777777778,144.5
29,34,138
29.1186440677966,35.4915254237288,138.084745762712
29.2372881355932,36.9830508474576,138.169491525424
29.3559322033898,38.4745762711864,138.254237288136
29.4745762711865,39.9661016949152,138.338983050847
29.5932203389831,41.4576271186441,138.423728813559
29.7118644067797,42.9491525423729,138.508474576271
29.8305084745763,44.4406779661017,138.593220338983
29.9491525423729,45.9322033898305,138.677966101695
30.0677966101695,47.4237288135593,138.762711864407
30.1864406779661,48.9152542372881,138.847457627119
30.3050847457627,50.4067796610169,138.93220338983
30.4237288135593,51.8983050847458,139.016949152542
30.5423728813559,53.3898305084746,139.101694915254
30.6610169491526,54.8813559322034,139.186440677966
30.7796610169492,56.3728813559322,139.271186440678
30.8983050847458,57.864406779661,139.35593220339
31.0169491525424,59.3559322033898,139.440677966102
31.135593220339,60.8474576271186,139.525423728814
31.2542372881356,62.3389830508474,139.610169491525
31.3728813559322,63.8305084745763,139.694915254237
31.4915254237288,65.3220338983051,139.779661016949
31.6101694915254,66.8135593220339,139.864406779661
31.728813559322,68.3050847457627,139.949152542373
31.8474576271187,69.7966101694915,140.033898305085
31.9661016949153,71.2881355932203,140.118644067797
32.0847457627119,72.7796610169491,140.203389830508
32.2033898305085,74.271186440678,140.28813559322
32.3220338983051,75.7627118644068,140.372881355932
32.4406779661017,77.2542372881356,140.457627118644
32.5593220338983,78.7457627118644,140.542372881356
32.6779661016949,80.2372881355932,140.627118644068
32.7966101694915,81.728813559322,140.71186440678
32.9152542372881,83.2203389830509,140.796610169492
33.0338983050848,84.7118644067797,140.881355932203
33.1525423728814,86.2033898305085,140.966101694915
33.271186440678,87.6949152542373,141.050847457627
33.3898305084746,89.1864406779661,141.135593220339
33.5084745762712,90.6779661016949,141.220338983051
33.6271186440678,92.1694915254237,141.305084745763
33.7457627118644,93.6610169491525,141.389830508475
33.864406779661,95.1525423728813,141.474576271186
33.9830508474576,96.6440677966102,141.559322033898
34.1016949152542,98.135593220339,141.64406779661
34.2203389830509,99.6271186440678,141.728813559322
34.3389830508475,101.118644067797,141.813559322034
34.4576271186441,102.610169491525,141.898305084746
34.5762711864407,104.101694915254,141.983050847458
34.6949152542373,105.593220338983,142.067796610169
34.8135593220339,107.084745762712,142.152542372881
34.9322033898305,108.576271186441,142.237288135593
35.0508474576271,110.067796610169,142.322033898305
35.1694915254237,111.559322033898,142.406779661017
35.2881355932203,113.050847457627,142.491525423729
35.406779661017,114.542372881356,142.576271186441
35.5254237288136,116.033898305085,142.661016949153
35.6440677966102,117.525423728814,142.745762711864
35.7627118644068,119.016949152542,142.830508474576
35.8813559322034,120.508474576271,142.915254237288
36,122,143
36.1186440677966,123.491525423729,143.084745762712
36.2372881355932,124.983050847458,143.169491525424
36.3559322033898,126.474576271186,143.254237288136
36.4745762711865,127.966101694915,143.338983050847
36.5932203389831,129.457627118644,143.423728813559
36.7118644067797,130.949152542373,143.508474576271
36.8305084745763,132.440677966102,143.593220338983
36.9491525423729,133.932203389831,143.677966101695
37.0677966101695,135.423728813559,143.762711864407
37.1864406779661,136.915254237288,143.847457627119
37.3050847457627,138.406779661017,143.932203389831
37.4237288135593,139.898305084746,144.016949152542
37.5423728813559,141.389830508475,144.101694915254
37.6610169491526,142.881355932203,144.186440677966
37.7796610169492,144.372881355932,144.271186440678
37.8983050847458,145.864406779661,144.35593220339
38.0169491525424,147.35593220339,144.440677966102
38.135593220339,148.847457627119,144.525423728814
38.2542372881356,150.338983050847,144.610169491525
38.3728813559322,151.830508474576,144.694915254237
38.4915254237288,153.322033898305,144.779661016949
38.6101694915254,154.813559322034,144.864406779661
38.728813559322,156.305084745763,144.949152542373
38.8474576271187,157.796610169492,145.033898305085
38.9661016949153,159.28813559322,145.118644067797
39.0847457627119,160.779661016949,145.203389830508
39.2033898305085,162.271186440678,145.28813559322
39.3220338983051,163.762711864407,145.372881355932
39.4406779661017,165.254237288136,145.457627118644
39.5593220338983,166.745762711864,145.542372881356
39.6779661016949,168.237288135593,145.627118644068
39.7966101694915,169.728813559322,145.71186440678
39.9152542372881,171.220338983051,145.796610169492
40.0338983050847,172.71186440678,145.881355932203
40.1525423728814,174.203389830508,145.966101694915
40.271186440678,175.694915254237,146.050847457627
40.3898305084746,177.186440677966,146.135593220339
40.5084745762712,178.677966101695,146.220338983051
40.6271186440678,180.169491525424,146.305084745763
40.7457627118644,181.661016949153,146.389830508475
40.864406779661,183.152542372881,146.474576271186
40.9830508474576,184.64406779661,146.559322033898
41.1016949152542,186.135593220339,146.64406779661
41.2203389830509,187.627118644068,146.728813559322
41.3389830508475,189.118644067797,146.813559322034
41.4576271186441,190.610169491525,146.898305084746
41.5762711864407,192.101694915254,146.983050847458
41.6949152542373,193.593220338983,147.06779661017
41.8135593220339,195.084745762712,147.152542372881
41.9322033898305,196.576271186441,147.237288135593
42.0508474576271,198.067796610169,147.322033898305
42.1694915254237,199.559322033898,147.406779661017
42.2881355932203,201.050847457627,147.491525423729
42.4067796610169,202.542372881356,147.576271186441
42.5254237288136,204.033898305085,147.661016949153
42.6440677966102,205.525423728814,147.745762711864
42.7627118644068,207.016949152542,147.830508474576
42.8813559322034,208.508474576271,147.915254237288
43,210,148
45.3048780487805,210.19512195122,147.5
47.609756097561,210.390243902439,147
49.9146341463415,210.585365853659,146.5
52.219512195122,210.780487804878,146
54.5243902439024,210.975609756098,145.5
56.8292682926829,211.170731707317,145
59.1341463414634,211.365853658537,144.5
61.4390243902439,211.560975609756,144
63.7439024390244,211.756097560976,143.5
66.0487804878049,211.951219512195,143
68.3536585365854,212.146341463415,142.5
70.6585365853659,212.341463414634,142
72.9634146341463,212.536585365854,141.5
75.2682926829268,212.731707317073,141
77.5731707317073,212.926829268293,140.5
79.8780487804878,213.121951219512,140
82.1829268292683,213.317073170732,139.5
84.4878048780488,213.512195121951,139
86.7926829268293,213.707317073171,138.5
89.0975609756098,213.90243902439,138
91.4024390243902,214.09756097561,137.5
93.7073170731707,214.292682926829,137
96.0121951219512,214.487804878049,136.5
98.3170731707317,214.682926829268,136
100.621951219512,214.878048780488,135.5
102.926829268293,215.073170731707,135
105.231707317073,215.268292682927,134.5
107.536585365854,215.463414634146,134
109.841463414634,215.658536585366,133.5
112.146341463415,215.853658536585,133
114.451219512195,216.048780487805,132.5
116.756097560976,216.243902439024,132
119.060975609756,216.439024390244,131.5
121.365853658537,216.634146341463,131
123.670731707317,216.829268292683,130.5
125.975609756098,217.024390243902,130
128.280487804878,217.219512195122,129.5
130.585365853659,217.414634146341,129
132.890243902439,217.609756097561,128.5
135.19512195122,217.80487804878,128
137.5,218,127.5
139.80487804878,218.19512195122,127
142.109756097561,218.390243902439,126.5
144.414634146341,218.585365853659,126
146.719512195122,218.780487804878,125.5
149.024390243902,218.975609756098,125
151.329268292683,219.170731707317,124.5
153.634146341463,219.365853658537,124
155.939024390244,219.560975609756,123.5
158.243902439024,219.756097560976,123
160.548780487805,219.951219512195,122.5
162.853658536585,220.146341463415,122
165.158536585366,220.341463414634,121.5
167.463414634146,220.536585365854,121
169.768292682927,220.731707317073,120.5
172.073170731707,220.926829268293,120
174.378048780488,221.121951219512,119.5
176.682926829268,221.317073170732,119
178.987804878049,221.512195121951,118.5
181.292682926829,221.707317073171,118
