t_sync_us,capture_time_ns,source_pose_index,source,quality,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
1363,1789028292347000000,0,HEAD_POSE_ESTIMATE,edge_fit,-0.3063371414239989,7.905482154845099,2.538010764516627,0.3398903716573127,-0.6065586263282612,-0.14615200767625486
16363,1789028292362000000,1,HEAD_POSE_ESTIMATE,edge_fit,-0.45325492947216817,8.036344310559915,2.422408866027429,0.27978825190755546,-0.4993606407835329,-0.1286074867467844
32363,1789028292378000000,2,HEAD_POSE_ESTIMATE,edge_fit,-0.5891535171099559,8.17649054099125,2.2940392112601566,0.22371261379652435,-0.3999749744884965,-0.11624318625086763
45363,1789028292391000000,3,HEAD_POSE_ESTIMATE,edge_fit,-0.7042532957515834,8.293120532198953,2.1725046718080128,0.1850689879492073,-0.3301192778499947,-0.11123269344982283
56363,1789028292402000000,4,HEAD_POSE_ESTIMATE,edge_fit,-0.8087332297582053,8.387833835463747,2.0770375216164183,0.15724006204230587,-0.2784569383434493,-0.11107541394331212
69363,1789028292415000000,5,HEAD_POSE_ESTIMATE,edge_fit,-0.8938146986631071,8.491714423182671,2.009464381135311,0.12962321778898925,-0.22643237996501786,-0.11563872802562955
84363,1789028292430000000,6,HEAD_POSE_ESTIMATE,edge_fit,-1.005590548183992,8.61299031793544,1.9201902950909828,0.10578169468909471,-0.17823200548017387,-0.12673770195331455
98363,1789028292444000000,7,HEAD_POSE_ESTIMATE,edge_fit,-1.0221051104796652,8.725562249417665,1.8896116971134522,0.09088151035527876,-0.14478758285338988,-0.1429104073258237
112363,1789028292458000000,8,HEAD_POSE_ESTIMATE,edge_fit,-1.1023884483032464,8.848587296112255,1.7795213569570183,0.08389970779801295,-0.12263660227516186,-0.164135332803178
126363,1789028292472000000,9,HEAD_POSE_ESTIMATE,estimated,-1.200493977405217,8.947841289919586,1.6875779609359771,0.08932245877523898,-0.12424544968650754,-0.23493481719685563
141363,1789028292487000000,10,HEAD_POSE_ESTIMATE,estimated,-1.2874590135704345,9.074896495690346,1.6397206009932437,0.13020133665459938,-0.15220096503498065,-0.35160282461977416
154363,1789028292500000000,11,HEAD_POSE_ESTIMATE,estimated,-1.401449442566984,9.200088299570867,1.5545712791867903,0.16900885233286358,-0.1840821223004862,-0.428671741895917
170363,1789028292516000000,12,HEAD_POSE_ESTIMATE,estimated,-1.5664855816990924,9.33100874136603,1.5170788485692108,0.19208039774256364,-0.2179532144594409,-0.47329163943732805
182363,1789028292528000000,13,HEAD_POSE_ESTIMATE,estimated,-1.6124559769845752,9.385823387280984,1.5573420391813149,0.18706384814454277,-0.23240052605498313,-0.46153383223931993
195363,1789028292541000000,14,HEAD_POSE_ESTIMATE,estimated,-1.557346436203058,9.523048734027094,1.5981502285092741,0.17338650235407824,-0.23907593261175333,-0.4051128932972397
208363,1789028292554000000,15,HEAD_POSE_ESTIMATE,estimated,-1.5270263721583197,9.676179421135544,1.6129100554628195,0.15426646100696428,-0.21464102506096117,-0.29413404686978456
223363,1789028292569000000,16,HEAD_POSE_ESTIMATE,estimated,-1.4462584132395193,9.80822362877649,1.6002858647253104,0.16196053851225342,-0.19913253487015836,-0.18519482290379247
236363,1789028292582000000,17,HEAD_POSE_ESTIMATE,estimated,-1.3641653895234778,9.881254306963848,1.6169591395464182,0.16957563058809796,-0.19118538299062193,-0.10094013399378535
251363,1789028292597000000,18,HEAD_POSE_ESTIMATE,estimated,-1.2997220175099904,9.934923757776156,1.6417787696067752,0.16303375255829955,-0.19177278746171061,-0.05414334152864758
