tracking_time_ns,capture_time_ns,pose_sample_index,source,phase,peak_relative_0_100,contact_strength,palm_relative_0_100,index_relative_0_100,middle_relative_0_100,ring_relative_0_100,little_relative_0_100,thumb_relative_0_100,endpoint_hold
960051000,1789028293305688000,68,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
980051000,1789028293325688000,69,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
1000051000,1789028293345688000,71,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
1020051000,1789028293365688000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1080056000,1789028293425693000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1120056000,1789028293465693000,80,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
1160060000,1789028293505697000,82,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
1180060000,1789028293525697000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1220060000,1789028293565697000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1280065000,1789028293625702000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1300065000,1789028293645702000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1320065000,1789028293665702000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1360069000,1789028293705706000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1400070000,1789028293745707000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1420070000,1789028293765707000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1460074000,1789028293805711000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1500074000,1789028293845711000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1560079000,1789028293905716000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1600079000,1789028293945716000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1640083000,1789028293985720000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1680083000,1789028294025720000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1700083000,1789028294045720000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1740088000,1789028294085725000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1800088000,1789028294145725000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1820093000,1789028294165730000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1860093000,1789028294205730000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1920097000,1789028294265734000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1940097000,1789028294285734000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
1960097000,1789028294305734000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
2000102000,1789028294345739000,143,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2040102000,1789028294385739000,146,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2080102000,1789028294425739000,149,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2120106000,1789028294465743000,152,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2180107000,1789028294525744000,156,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2220111000,1789028294565748000,159,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2240111000,1789028294585748000,160,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2280111000,1789028294625748000,163,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2320116000,1789028294665753000,166,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2340116000,1789028294685753000,167,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2380120000,1789028294725757000,170,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2420120000,1789028294765757000,173,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2460120000,1789028294805757000,176,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2480125000,1789028294825762000,178,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2540125000,1789028294885762000,182,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2560125000,1789028294905762000,183,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2640130000,1789028294985767000,189,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2660130000,1789028295005767000,191,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2680134000,1789028295025771000,192,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2740134000,1789028295085771000,196,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2760139000,1789028295105776000,198,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2800139000,1789028295145776000,201,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2820139000,1789028295165776000,202,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2860143000,1789028295205780000,205,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2900144000,1789028295245781000,208,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2960148000,1789028295305785000,212,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
2980148000,1789028295325785000,214,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3000148000,1789028295345785000,215,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3040148000,1789028295385785000,218,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3080153000,1789028295425790000,221,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3140157000,1789028295485794000,225,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3160157000,1789028295505794000,227,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3200157000,1789028295545794000,229,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3220157000,1789028295565794000,231,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3280162000,1789028295625799000,235,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3320162000,1789028295665799000,238,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3340167000,1789028295685804000,239,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3380167000,1789028295725804000,242,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3400167000,1789028295745804000,244,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3460171000,1789028295805808000,248,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3500171000,1789028295845808000,251,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3520176000,1789028295865813000,252,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3560176000,1789028295905813000,255,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
3600176000,1789028295945813000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3640180000,1789028295985817000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3680181000,1789028296025818000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3720185000,1789028296065822000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3780185000,1789028296125822000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3800190000,1789028296145827000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3820190000,1789028296165827000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3860190000,1789028296205827000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3900194000,1789028296245831000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
3960194000,1789028296305831000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4000199000,1789028296345836000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4020199000,1789028296365836000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4040199000,1789028296385836000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4060199000,1789028296405836000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4120204000,1789028296465841000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4140204000,1789028296485841000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4180208000,1789028296525845000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
4220208000,1789028296565845000,301,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4260208000,1789028296605845000,304,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4300213000,1789028296645850000,307,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4320213000,1789028296665850000,308,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4360213000,1789028296705850000,311,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4420218000,1789028296765855000,315,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4460218000,1789028296805855000,318,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4480222000,1789028296825859000,319,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4500222000,1789028296845859000,321,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4560227000,1789028296905864000,325,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4600227000,1789028296945864000,328,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4640227000,1789028296985864000,331,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4660231000,1789028297005868000,332,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4680231000,1789028297025868000,334,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4720231000,1789028297065868000,337,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4780236000,1789028297125873000,341,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4800236000,1789028297145873000,342,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4820236000,1789028297165873000,344,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4880241000,1789028297225878000,348,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4920241000,1789028297265878000,350,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4940245000,1789028297285882000,352,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
4980245000,1789028297325882000,355,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5020245000,1789028297365882000,358,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5080250000,1789028297425887000,362,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5140254000,1789028297485891000,366,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5180255000,1789028297525892000,369,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5200255000,1789028297545892000,370,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5220259000,1789028297565896000,372,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5280259000,1789028297625896000,376,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5320264000,1789028297665901000,379,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5340264000,1789028297685901000,380,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5380264000,1789028297725901000,382,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5440268000,1789028297785905000,387,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5460268000,1789028297805905000,388,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5480268000,1789028297825905000,390,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5540273000,1789028297885910000,394,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5580273000,1789028297925910000,397,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5620278000,1789028297965915000,400,video_contact_and_recorded_pose,No contact,0,0,0,0,0,0,0,0,False
5680278000,1789028298025915000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5700282000,1789028298045919000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5720282000,1789028298065919000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5780282000,1789028298125919000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5820287000,1789028298165924000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5840287000,1789028298185924000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5880287000,1789028298225924000,,video_contact_only,No contact,0,0,0,0,0,0,0,0,False
5920291000,1789028298265928000,,video_contact_only,Reaching for gray garment,0,0.0004505958961710264,0,0,0,0,0,0,False
5960292000,1789028298305929000,,video_contact_only,Reaching for gray garment,0.4,0.0038586420855825933,0.4,0.4,0.4,0,0,0.4,False
6000296000,1789028298345933000,,video_contact_only,Reaching for gray garment,0.8,0.010346610675609467,0.4,0.8,0.8,0.4,0.4,0.8,False
6040296000,1789028298385933000,,video_contact_only,Reaching for gray garment,1.6,0.01959717255715676,1.2,1.6,1.2,0.8,0.4,1.6,False
6060296000,1789028298405933000,,video_contact_only,Reaching for gray garment,2,0.025159848065831786,1.2,2,1.6,1.2,0.8,2,False
6140301000,1789028298485938000,437,video_contact_and_recorded_pose,Reaching for gray garment,3.5,0.052739993622517696,2.7,3.5,3.5,2.4,1.2,3.1,False
6180305000,1789028298525942000,440,video_contact_and_recorded_pose,Reaching for gray garment,4.7,0.06917439622582479,3.5,4.7,4.7,3.1,1.6,4.3,False
6200305000,1789028298545942000,441,video_contact_and_recorded_pose,Reaching for gray garment,5.5,0.07791336776368507,4.3,5.1,5.5,3.5,2,4.7,False
6240305000,1789028298585942000,444,video_contact_and_recorded_pose,Reaching for gray garment,7.1,0.09623888614804725,5.1,6.3,7.1,4.3,2.4,5.9,False
6280310000,1789028298625947000,447,video_contact_and_recorded_pose,Reaching for gray garment,8.2,0.1154335704948222,6.3,7.8,8.2,5.5,2.7,7.1,False
6300310000,1789028298645947000,449,video_contact_and_recorded_pose,Reaching for gray garment,9,0.12525597891786724,6.7,8.2,9,5.9,3.1,7.8,False
6340310000,1789028298685947000,452,video_contact_and_recorded_pose,Reaching for gray garment,10.6,0.14515574885037755,7.8,9.8,10.6,6.7,3.5,9,False
6360314000,1789028298705951000,453,video_contact_and_recorded_pose,Reaching for gray garment,11.4,0.15515609696391827,8.2,11,11.4,7.1,3.9,9.4,False
6400315000,1789028298745952000,456,video_contact_and_recorded_pose,Reaching for gray garment,12.9,0.17505266262139427,9.4,12.9,12.9,7.8,4.3,10.6,False
6440315000,1789028298785952000,459,video_contact_and_recorded_pose,Reaching for gray garment,14.5,0.19455117792427498,10.2,14.5,14.1,8.6,4.7,11.8,False
6500319000,1789028298845956000,463,video_contact_and_recorded_pose,Reaching for gray garment,17.3,0.2223639622840233,11.8,17.3,14.9,9,4.7,13.3,False
6540319000,1789028298885956000,466,video_contact_and_recorded_pose,Reaching for gray garment,18.8,0.23948575042285458,12.9,18.8,15.3,9.4,5.1,14.5,False
6580324000,1789028298925961000,469,video_contact_and_recorded_pose,Reaching for gray garment,20,0.25510562858645913,13.7,20,16.5,9.8,5.5,15.7,False
6620324000,1789028298965961000,472,video_contact_and_recorded_pose,Reaching for gray garment,21.2,0.26890360998800644,14.5,21.2,17.3,10.6,5.9,16.9,False
6660328000,1789028299005965000,475,video_contact_and_recorded_pose,Reaching for gray garment,22.4,0.28056674692312134,14.9,22.4,18,11.4,6.3,17.6,False
6680328000,1789028299025965000,476,video_contact_and_recorded_pose,Reaching for gray garment,22.7,0.28549793897658643,15.3,22.7,18.4,11.8,6.3,18,False
6760333000,1789028299105970000,482,video_contact_and_recorded_pose,Reaching for gray garment,23.9,0.29830306927539424,16.1,23.9,19.6,12.2,6.7,19.2,False
6780333000,1789028299125970000,483,video_contact_and_recorded_pose,Reaching for gray garment,23.9,0.29957649326441477,16.1,23.9,19.6,12.2,6.7,19.2,False
6800333000,1789028299145970000,485,video_contact_and_recorded_pose,Grasping gray fabric,23.5,0.3000000646732832,16.1,23.5,19.6,12.2,6.7,18.8,False
6860338000,1789028299205975000,489,video_contact_and_recorded_pose,Grasping gray fabric,23.5,0.30205253696558604,16.1,23.5,19.6,12.2,6.3,18.4,False
6880338000,1789028299225975000,490,video_contact_and_recorded_pose,Grasping gray fabric,23.5,0.3035969087071379,16.1,23.5,19.6,12.2,6.3,18.4,False
6920338000,1789028299265975000,493,video_contact_and_recorded_pose,Grasping gray fabric,23.5,0.30788264130135273,16.5,23.5,19.6,12.2,6.3,18.4,False
6940342000,1789028299285979000,495,video_contact_and_recorded_pose,Grasping gray fabric,23.5,0.3105934693700106,16.5,23.5,19.6,12.2,6.3,18.4,False
7000342000,1789028299345979000,499,video_contact_and_recorded_pose,Grasping gray fabric,23.1,0.32080728621377724,17.3,23.1,19.2,12.2,6.3,20.4,False
7040347000,1789028299385984000,502,video_contact_and_recorded_pose,Grasping gray fabric,23.9,0.3291977701296095,17.6,21.6,23.9,15.3,8.6,20.8,False
7080347000,1789028299425984000,505,video_contact_and_recorded_pose,Grasping gray fabric,24.7,0.3387062009285188,18,22.4,24.7,16.1,9,21.2,False
7100347000,1789028299445984000,506,video_contact_and_recorded_pose,Grasping gray fabric,25.5,0.3438411226057513,18.4,22.7,25.5,16.5,9,21.2,False
7120351000,1789028299465988000,508,video_contact_and_recorded_pose,Grasping gray fabric,25.9,0.34921020359811006,18.4,22.7,25.9,16.9,9.4,20.8,False
7220356000,1789028299565993000,515,video_contact_and_recorded_pose,Grasping gray fabric,24.3,0.3790034081641784,20.4,24.3,23.9,15.3,8.2,22.7,False
7240356000,1789028299585993000,516,video_contact_and_recorded_pose,Grasping gray fabric,24.7,0.3854431666628304,20.4,24.7,24.3,15.3,8.2,23.1,False
7260356000,1789028299605993000,517,video_contact_and_recorded_pose,Grasping gray fabric,25.5,0.3920070927170376,20.8,25.5,24.3,15.3,8.2,23.5,False
7300361000,1789028299645998000,521,video_contact_and_recorded_pose,Grasping gray fabric,26.3,0.40544692700670265,21.6,26.3,23.9,14.5,7.8,24.7,False
7360361000,1789028299705998000,525,video_contact_and_recorded_pose,Grasping gray fabric,27.5,0.42614653423797777,22.7,27.5,24.3,14.5,7.8,25.9,False
7380361000,1789028299725998000,526,video_contact_and_recorded_pose,Grasping gray fabric,28.2,0.4331288047224767,23.1,28.2,24.7,14.9,8.2,26.3,False
7400365000,1789028299746002000,528,video_contact_and_recorded_pose,Grasping gray fabric,28.6,0.4401277499842412,23.5,28.6,25.1,15.3,8.2,27.1,False
7440365000,1789028299786002000,531,video_contact_and_recorded_pose,Grasping gray fabric,29.8,0.45410643628475045,24.3,29.8,25.5,15.7,8.6,27.1,False
7500370000,1789028299846007000,535,video_contact_and_recorded_pose,Grasping gray fabric,32.5,0.47480181537756627,25.5,32.5,26.7,16.5,9,29,False
7540370000,1789028299886007000,538,video_contact_and_recorded_pose,Grasping gray fabric,34.9,0.4882331715351589,25.9,34.9,27.5,16.9,9.4,31.4,False
7560370000,1789028299906007000,539,video_contact_and_recorded_pose,Grasping gray fabric,36.1,0.4947928623917327,26.3,36.1,27.8,17.3,9.4,32.2,False
7580370000,1789028299926007000,541,video_contact_and_recorded_pose,Grasping gray fabric,36.9,0.5012278210260848,26.7,36.9,28.2,17.6,9.4,32.5,False
7620375000,1789028299966012000,544,video_contact_and_recorded_pose,Grasping gray fabric,38.4,0.5136628333307112,27.5,38.4,29,18,9.8,33.3,False
7680379000,1789028300026016000,548,video_contact_and_recorded_pose,Grasping gray fabric,40.4,0.5309896485837889,28.2,40.4,30.2,18.8,9.8,34.1,False
7700379000,1789028300046016000,550,video_contact_and_recorded_pose,Grasping gray fabric,40.8,0.5363494455870658,28.6,40.8,30.6,18.8,10.2,34.5,False
7720379000,1789028300066016000,551,video_contact_and_recorded_pose,Grasping gray fabric,41.6,0.5414756144792315,29,41.6,30.6,18.8,10.2,34.5,False
7760379000,1789028300106016000,554,video_contact_and_recorded_pose,Grasping gray fabric,42.4,0.5509648457080074,29.4,42.4,31.4,19.6,10.6,34.9,False
7820384000,1789028300166021000,558,video_contact_and_recorded_pose,Grasping gray fabric,43.1,0.5630584837704498,30.2,43.1,32.5,20.4,11,34.9,False
7840384000,1789028300186021000,560,video_contact_and_recorded_pose,Grasping gray fabric,43.1,0.5664561336439906,30.2,43.1,32.9,20.4,11,35.3,False
7880388000,1789028300226025000,562,video_contact_and_recorded_pose,Grasping gray fabric,43.5,0.5722088177272038,30.6,43.5,33.3,20.8,11,35.3,False
7900389000,1789028300246026000,564,video_contact_and_recorded_pose,Grasping gray fabric,43.9,0.5745322685517339,30.6,43.9,33.7,20.8,11,35.3,False
7960389000,1789028300306026000,568,video_contact_and_recorded_pose,Grasping gray fabric,44.3,0.5791048732246755,31,44.3,34.1,21.2,11.4,35.7,False
8000393000,1789028300346030000,571,video_contact_and_recorded_pose,Spreading gray garment,44.3,0.5799999861014109,31,44.3,34.1,21.2,11.4,35.7,False
8040393000,1789028300386030000,,video_contact_only,Spreading gray garment,45.5,0.5798551336494273,31,45.5,38.8,24.7,13.7,41.2,False
8060398000,1789028300406035000,,video_contact_only,Spreading gray garment,45.5,0.5796782971529129,31,45.5,38.8,24.7,13.7,41.2,False
8080398000,1789028300426035000,,video_contact_only,Spreading gray garment,45.5,0.57943384493404,31,45.5,38.8,24.7,13.7,41.2,False
8140398000,1789028300486035000,,video_contact_only,Spreading gray garment,45.5,0.5783089802134217,31,45.5,38.4,24.7,13.7,41.2,False
8180402000,1789028300526039000,,video_contact_only,Spreading gray garment,45.5,0.5772470955075737,30.6,45.5,38.4,24.7,13.7,41.2,False
8200402000,1789028300546039000,,video_contact_only,Spreading gray garment,45.1,0.5766269635664609,30.6,45.1,38.4,24.7,13.7,41.2,False
8220403000,1789028300566040000,,video_contact_only,Spreading gray garment,45.1,0.5759492252688517,30.6,45.1,38.4,24.7,13.7,41.2,False
8280407000,1789028300626044000,,video_contact_only,Spreading gray garment,45.1,0.5735849082599673,30.6,45.1,38.4,24.7,13.3,40.8,False
8320407000,1789028300666044000,,video_contact_only,Spreading gray garment,45.1,0.5717473375763038,30.6,45.1,38,24.3,13.3,40.8,False
8360412000,1789028300706049000,,video_contact_only,Spreading gray garment,44.7,0.5697137781928436,30.2,44.7,38,24.3,13.3,40.4,False
8400412000,1789028300746049000,,video_contact_only,Spreading gray garment,44.7,0.5674962596359221,30.2,44.7,38,24.3,13.3,40.4,False
8420412000,1789028300766049000,,video_contact_only,Spreading gray garment,44.3,0.5663220248534612,30.2,44.3,37.6,24.3,13.3,40.4,False
8460416000,1789028300806053000,,video_contact_only,Spreading gray garment,44.3,0.5638495490956381,30.2,44.3,37.6,24.3,13.3,40,False
8500416000,1789028300846053000,,video_contact_only,Spreading gray garment,43.9,0.5612219122146398,29.8,43.9,37.6,23.9,13.3,40,False
8520416000,1789028300866053000,,video_contact_only,Spreading gray garment,43.9,0.5598534187021404,29.8,43.9,37.3,23.9,13.3,40,False
8560421000,1789028300906058000,,video_contact_only,Spreading gray garment,43.9,0.5570139184874949,29.8,43.9,37.3,23.9,12.9,39.6,False
8640426000,1789028300986063000,,video_contact_only,Spreading gray garment,43.1,0.5509669429864968,29.4,43.1,36.9,23.5,12.9,39.2,False
8680426000,1789028301026063000,620,video_contact_and_recorded_pose,Spreading gray garment,35.7,0.5477825407918104,29,35.7,32.9,20.4,11,35.7,False
8700426000,1789028301046063000,621,video_contact_and_recorded_pose,Spreading gray garment,35.3,0.5461551057024672,29,35.3,33.7,21.2,11.4,35.3,False
8720430000,1789028301066067000,623,video_contact_and_recorded_pose,Spreading gray garment,35.7,0.5445057694229052,29,35.3,35.7,22.4,11.8,34.9,False
8740430000,1789028301086067000,624,video_contact_and_recorded_pose,Spreading gray garment,35.3,0.5428366317957252,29,35.3,35.3,22,11.4,34.5,False
