tracking_time_ns,capture_time_ns,pose_sample_index,pose_unix_ms,pose_distance_ms,valid,pose_source,thumb01_bend_deg,thumb02_bend_deg,thumb03_bend_deg,index01_bend_deg,index02_bend_deg,index03_bend_deg,middle01_bend_deg,middle02_bend_deg,middle03_bend_deg,ring01_bend_deg,ring02_bend_deg,ring03_bend_deg,little01_bend_deg,little02_bend_deg,little03_bend_deg,thumb01_x_deg,thumb01_y_deg,thumb01_z_deg,thumb02_x_deg,thumb02_y_deg,thumb02_z_deg,thumb03_x_deg,thumb03_y_deg,thumb03_z_deg,index01_x_deg,index01_y_deg,index01_z_deg,index02_x_deg,index02_y_deg,index02_z_deg,index03_x_deg,index03_y_deg,index03_z_deg,middle01_x_deg,middle01_y_deg,middle01_z_deg,middle02_x_deg,middle02_y_deg,middle02_z_deg,middle03_x_deg,middle03_y_deg,middle03_z_deg,ring01_x_deg,ring01_y_deg,ring01_z_deg,ring02_x_deg,ring02_y_deg,ring02_z_deg,ring03_x_deg,ring03_y_deg,ring03_z_deg,little01_x_deg,little01_y_deg,little01_z_deg,little02_x_deg,little02_y_deg,little02_z_deg,little03_x_deg,little03_y_deg,little03_z_deg,direction_error_deg
0,1789117022496528000,0,1789117022508,36.472,False,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005000,1789117022516533000,0,1789117022508,16.467,False,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80005000,1789117022576533000,3,1789117022550,1.533,True,recorded_pose,25.697057486661055,8.488947713208105,4.866606015159909,18.536720817711107,5.0132648708534555,0.1004563539867233,13.7309074666701,5.005755952110447,0.9864620549171607,7.853541919746412,4.707318556391761,2.6699664307550557,3.8752618624656634,3.5712448548459226,0.6305953890138948,31.13061471123438,37.376802983895544,-30.69560090112271,0.2379549002705905,-3.522767613943391,7.725730769733943,0.07424631030860877,-1.896611869381859,4.483124497563627,-7.488296983167583,3.5614314363419015,12.10954309606421,-0.0028305408041641137,0.06426778120637461,5.012408892288263,8.071931624925846e-06,0.005622162751307279,0.10029355276114404,-7.763211158948338,-2.629304577243898,7.643562199352994,-0.0035078161007091506,0.08025167670940965,5.004244425287163,-8.361076485452597e-05,0.009594471924228166,0.986921450879764,-11.330117499163165,-10.10258420734139,2.169504281811557,0.011501478261820214,-0.28054554614686955,4.697456990660833,0.0038934449599032747,0.1674258050321939,-2.6640799904186023,-8.342129725511894,-13.72068424128789,4.699054205495809,-0.003998785268358267,0.12634153886695076,3.565588019360353,-6.978044432528875e-05,0.01281320193227019,0.6318898386720808,1.4787793334710982e-06
160009000,1789117022656537000,9,1789117022630,1.537,True,recorded_pose,14.42088979835186,7.748031039231677,4.278483491009693,15.43578586232374,4.274438659763701,0.5695541461496576,10.313151394062086,4.300859698015334,2.1482263001999864,9.116928594827135,5.910454367697945,1.857648045903737,5.328734082551938,2.902384639247749,0.43818827189685833,32.16866790842783,43.166351844398314,-22.395311562973585,0.21289320648638962,-3.5307176528670956,6.898491835168251,0.06435463294361067,-1.929639008413233,3.819842574710419,-7.663946452302613,5.28925616550373,8.945363724666004,0.002415642366339782,-0.06514293825781747,4.273526539822884,-2.15038977077076e-06,0.003045961276355337,0.5695512710747438,-7.831344129442817,-4.295286479467086,2.867758385305974,0.0002642867392127818,-0.007047279222455798,4.299980976481598,-6.530608322068989e-05,0.003430366577191705,2.1487295544567147,-11.495306291284582,-11.721174576180374,-0.12911779607815801,0.022406934206161223,-0.43544459407097347,5.8929371172644105,0.0023733885296554893,0.14688183502749444,-1.8511965576595173,-8.343206066672877,-19.390750639982183,1.8325999175254157,-0.0015405199679667833,0.05881119142074048,2.898347835074382,-2.6030702822736286e-06,0.0009066264310178569,0.43963025286175383,1.7075472925031877e-06
180009000,1789117022676537000,10,1789117022645,6.537,True,recorded_pose,16.049536728024297,8.575437950897548,5.632637757948708,14.962486120875132,3.872310935992595,0.579007172235223,9.657527749906105,4.118343405801224,1.938239666926192,8.259525610876539,5.464748064564999,1.8264573181505686,2.8581643200405913,3.8094148737907223,1.2195358777971539,32.13263295631787,42.457007780536706,-23.61800654580966,0.26024510990398897,-3.8940178455638423,7.643542370431426,0.11137079429342167,-2.53377991139223,5.032697687679451,-7.677849549696894,5.491343452396335,8.492022754481553,0.0010727428794644835,-0.032135688321359046,3.871754119219127,-2.1398798778243833e-05,0.006806053669686955,0.5789711573585329,-7.857417055518077,-3.6808426388507245,2.535666229371327,1.8209090060800815e-05,-0.0005166058045037331,4.117470688889282,-0.00011468086801284256,0.0067200865818722155,1.938734032901611,-11.510263013996322,-11.16534944733198,-0.3230883395552811,0.019544732742972568,-0.41091336658901106,5.447812202699196,0.002327589659601851,0.14652183532407667,-1.8199350698430046,-8.381902903685827,-17.314723175422177,1.771884804041946,-0.003279692736996439,0.09663876653204244,3.8047551578558707,-0.0002004992388957583,0.018901429459260023,1.2208193800781735,1.7075472925031877e-06
200010000,1789117022696538000,11,1789117022659,1.462,True,recorded_pose,17.740085650726325,9.427646348466752,7.025277412389461,14.475262676228725,3.4582867491289884,0.5895052943067687,8.982808215932007,3.930184140554863,1.7228025698939047,7.369458096646738,5.006234128662724,1.7937482996159315,1.2262033132181824,4.742003824304505,2.0255374146309078,32.04028738629236,41.67719854639918,-24.78524150813905,0.31146868073633055,-4.221821961389163,8.434483327518512,0.17047857581324743,-3.0908981278541274,6.312349941448992,-7.689150091045122,5.680799592833293,8.021796740333398,0.0003963162475109328,-0.013526178115600002,3.457832192590481,-4.349974941394832e-05,0.010982349620934959,0.5894056032659265,-7.880924175641297,-3.0551077494643737,2.173969559612023,1.8389955006864451e-06,-6.48995442778973e-05,3.929311474290429,-3.6548814843970425e-05,0.002365276991961344,1.7233069494885898,-11.524983863864115,-10.589663700159637,-0.5404031360639344,0.017314620437980693,-0.3975547161220965,4.988952554676698,0.0023188614392981176,0.14866800003494413,-1.7869409392479734,-8.421272803244307,-15.162948535242151,1.6657708015472288,-0.0066378137914970825,0.15838919439339505,4.735937579416933,-0.0010329451954871987,0.05846440295581474,2.0261103120516086,1.2074182697257333e-06
260014000,1789117022756542000,16,1789117022729,2.542,True,recorded_pose,20.58172123384813,11.146490024450934,8.840416559821291,16.09976882289288,3.9557811760384975,1.1146620496633866,10.077805219779233,4.835162859600467,1.6344636669670853,6.483158033229409,5.640022851573478,1.789567502933464,3.1780572829523677,9.48478260406227,4.541107245874502,32.5276588457853,41.40804333717328,-28.089810605643386,0.43103824692159165,-4.917123156689154,10.01296329120255,0.26911258856699033,-3.8685788882344743,7.955576511600766,-7.735763785182019,6.0979641678539895,9.795088950295346,-0.0008621679645193093,0.024570204444660557,3.9552665810504375,-0.0001794695064006393,0.019787490238537334,1.1144891929341283,-7.873766907283051,-1.8202344420367853,4.097717589624937,4.609232200144305e-05,-0.001098388939808731,4.834289980746251,-8.783779709236448e-05,0.006087619766040927,1.6349583184127567,-11.4414525883278,-9.498658310313257,0.6512520069836772,0.021206251565896925,-0.43200337966707125,5.621995322960987,0.0022378153424799313,0.1437764968373425,-1.783146751355121,-8.351883627291885,-14.392628281551568,3.728355099647428,-0.037563891730048135,0.4512919941913711,9.470728359793194,-0.00796876748700389,0.20113809694785356,4.538060744399463,1.7075472925031877e-06
300019000,1789117022796547000,19,1789117022770,1.547,True,recorded_pose,21.36340511341919,11.800537679374601,9.528957388104045,16.882600960496326,4.5084392722656705,1.6071442421417945,11.143214359198646,5.980648926366397,1.8628592856352364,7.078636147956003,6.8266699638553385,1.7558198008191166,5.746075917921034,11.967485902949479,5.023838314390911,32.71393296726754,41.4598558624913,-28.982283727709007,0.480327086766251,-5.162775704256328,10.622998995383902,0.31080328663357976,-4.135183274027867,8.592912685954584,-7.753500752604374,6.200090144302986,10.635958135322978,-0.0020549899101233236,0.05181326498557257,4.507698381297921,-0.0004437081703214137,0.03256706299231668,1.6068165311117821,-7.862659784613041,-1.6565737753359593,5.268749719881102,-1.4654462166815488e-05,0.0002776572956659754,5.979776193022196,-8.644615366058396e-05,0.0052557656951894415,1.863357809174481,-11.342970642864666,-9.174918800263063,2.246926780230744,0.029450174812339237,-0.49528749814202755,6.807252146049224,0.002062657173244705,0.13503284300077012,-1.7499838919574249,-8.275244769134183,-13.888037572408553,6.420342704086453,-0.07306231608968997,0.6962001677113628,11.944115524562052,-0.012308187334433228,0.28094553139310613,5.017385614373053,1.4787793334710982e-06
320019000,1789117022816547000,20,1789117022785,6.453,True,recorded_pose,21.604718495455757,11.928781142556415,9.492460175801035,17.161997903070958,4.5732049139070625,1.66748589581384,11.528817961925022,6.342546752522216,1.8865050750254313,7.342301168332615,7.267356030191691,1.7954492803525357,6.090349545332763,12.175203946337746,5.081455600283309,32.78629602876222,41.500806468354526,-29.274234144189286,0.4893880797260843,-5.198249328149971,10.74870742287583,0.30740915610648445,-4.101848266523751,8.56829537216995,-7.759370533547736,6.228161269781021,10.933742741887446,-0.0025354932970363246,0.06311027624114575,4.572324250233901,-0.0005610205453218338,0.03945424228649189,1.6670207040875353,-7.858089582222069,-1.6311081036078163,5.67110699050143,-0.0003041392707830021,0.005487245981217023,6.341671804107206,-0.00011248569899426104,0.0067710666645792155,1.8869988571502276,-11.310770635740855,-9.016007990243047,2.8215954256068994,0.03244253601096809,-0.5123619838202182,7.247856870728831,0.0021232556580062074,0.1359184072193315,-1.7896616097269906,-8.276817323376841,-13.665373715995658,6.763883149261364,-0.07802085440096768,0.7308509866125962,12.150183587694475,-0.012933098681924425,0.29188316650069235,5.0744749862894,1.4787793334710982e-06
340019000,1789117022836547000,21,1789117022798,0.453,True,recorded_pose,21.785523109848018,11.866859747507444,9.049427717497966,17.36651488883173,4.39954599833863,1.507083233729992,11.754446107668175,6.452943923597535,1.76226842748003,7.394540935592268,7.507137256864732,1.9017524479467427,5.239295690823969,11.244851716125176,5.0412528304056945,32.838136026130194,41.52115392657648,-29.504435226916424,0.4832157202468637,-5.156287628854265,10.699910537878663,0.2786549930585373,-3.89864291787794,8.173371386039362,-7.7627386583690825,6.238704614675543,11.147973451188959,-0.0024911912365464324,0.0644677464519103,4.398627592413591,-0.0004936608771147025,0.0385330825407525,1.5065917933640696,-7.855007524599456,-1.6277542563944774,5.8991243415986405,-0.00027920354578595094,0.00495107396640845,6.45206942635381,-0.0001278320708968577,0.008245929456438962,1.7627550774490266,-11.29900964571696,-8.820513401664513,3.099471320818755,0.033983094230499465,-0.5194516779382181,7.487734581662173,0.0023126754613939336,0.13974302716235287,-1.8959760144596438,-8.318077989049302,-13.469106578060178,5.817475357235629,-0.06292271502964729,0.638168565031124,11.223561857838401,-0.011923830494528782,0.2711999630119174,5.03536270116497,1.2074182697257333e-06
