t_sync_us,capture_time_ns,source_pose_index,source,quality,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
2285542,1789025761704000000,162,HEAD_POSE_ESTIMATE,estimated,-2.251203455670597,5.786282070911137,7.626325526200144,-0.016741194686548617,0.06491657726159733,-0.04107775886788866
2298542,1789025761717000000,163,HEAD_POSE_ESTIMATE,estimated,-2.250079515800743,5.796379762212927,7.624419035994291,-0.005227780467901103,0.06517695539774009,-0.038423420682467894
2312542,1789025761731000000,164,HEAD_POSE_ESTIMATE,estimated,-2.26096716559768,5.8007065977875705,7.636939922980359,0.0008242285496684285,0.06386255141125437,-0.04132792712089877
2325542,1789025761744000000,165,HEAD_POSE_ESTIMATE,estimated,-2.267848958303828,5.789962301306941,7.6331265937661135,0.0024281852704361117,0.0574824801264624,-0.051146296899330805
2340542,1789025761759000000,166,HEAD_POSE_ESTIMATE,estimated,-2.294892738183549,5.788379551471421,7.653576054616977,0.006058127514233454,0.043403963886695,-0.06732522019101088
2353542,1789025761772000000,167,HEAD_POSE_ESTIMATE,estimated,-2.2954609594779414,5.781545942449564,7.648671478538574,0.005408293075780723,0.03624510559163225,-0.06882980761975345
2367542,1789025761786000000,168,HEAD_POSE_ESTIMATE,estimated,-2.2896534264950743,5.777200025272762,7.644224959617571,-0.0009518800841704695,0.02749517705065449,-0.07363033885980921
2382542,1789025761801000000,169,HEAD_POSE_ESTIMATE,estimated,-2.3027161451393168,5.790093442997058,7.645839877293533,-0.009119637202942819,0.017473803727732405,-0.07216189830832964
2396542,1789025761815000000,170,HEAD_POSE_ESTIMATE,estimated,-2.3179060281901713,5.806852001132727,7.64026380883634,-0.021666288788991406,0.00786400261261423,-0.06685142746676366
2410542,1789025761829000000,171,HEAD_POSE_ESTIMATE,estimated,-2.3276593966922383,5.8060194857707295,7.633355594557369,-0.028239522576923866,-0.0033890883988005513,-0.06304597466053269
2424542,1789025761843000000,172,HEAD_POSE_ESTIMATE,estimated,-2.3228476054037333,5.794841489114588,7.632877731748469,-0.02778556197866892,-0.012116357245696601,-0.05705926433501706
2437542,1789025761856000000,173,HEAD_POSE_ESTIMATE,estimated,-2.3209602344237346,5.786567989138152,7.629356587187769,-0.022959187099949083,-0.01806752576572649,-0.049747087261781564
2451542,1789025761870000000,174,HEAD_POSE_ESTIMATE,estimated,-2.3246347318447187,5.782894481449323,7.6341931274671255,-0.012251056221962616,-0.019080881576222748,-0.03495334271246332
2466542,1789025761885000000,175,HEAD_POSE_ESTIMATE,estimated,-2.3206689607867257,5.7677468454835825,7.643395061063048,-0.004356977508824498,-0.018361331561616043,-0.025666088232528767
2478542,1789025761897000000,176,HEAD_POSE_ESTIMATE,estimated,-2.3195779332720687,5.769774097046245,7.641290199705513,0.0010036343197877876,-0.01634571257439359,-0.022894808958337683
2491542,1789025761910000000,177,HEAD_POSE_ESTIMATE,estimated,-2.3183520255397716,5.763274861405696,7.643414238966357,0.0022676273157885038,-0.015385697796077387,-0.030209814677023616
2506542,1789025761925000000,178,HEAD_POSE_ESTIMATE,estimated,-2.30862766766762,5.770238700070525,7.620800373239768,0.005863694644220178,-0.01367497829158798,-0.03819865621446774
2521542,1789025761940000000,179,HEAD_POSE_ESTIMATE,estimated,-2.296094826033163,5.764314356032469,7.605127817777204,0.009357613270476345,-0.009428768603371662,-0.04241151739581275
2534542,1789025761953000000,180,HEAD_POSE_ESTIMATE,estimated,-2.2858742321115546,5.750336126288995,7.59366804168839,0.011120156539639102,-0.0047903169822511235,-0.041831571576143554
